season,week,method,constraint_type,eliminated,contestant,judge_total,fan_vote_mean,fan_vote_std,feasible_rate,num_valid,n_simulations,p_elim,rank_elim,p_elim_true,rank_true,status,estimated_votes_total
6,5,percent,elimination,Priscilla Presley,Mario,27,0.136081466,0.115345758,0.22368,22368,100000,0.05784,7,0.22646,1,ok,1496896
6,6,percent,elimination,Marlee Matlin,Cristian de la Fuente,27,0.158401069,0.128363893,0.27901,27901,100000,0.10124,5,0.27718,1,ok,1742411
6,6,percent,elimination,Marlee Matlin,Marlee Matlin,21,0.029465749,0.022026337,0.27901,27901,100000,0.27718,1,0.27718,1,ok,324123
6,6,percent,elimination,Marlee Matlin,Shannon Elizabeth,24,0.169655428,0.130936257,0.27901,27901,100000,0.18278,3,0.27718,1,ok,1866209
6,6,percent,elimination,Marlee Matlin,Marissa Jaret Winokur,26,0.160109043,0.128654334,0.27901,27901,100000,0.12492,4,0.27718,1,ok,1761199
6,6,percent,elimination,Marlee Matlin,Jason Taylor,24,0.167249149,0.129048368,0.27901,27901,100000,0.18432,2,0.27718,1,ok,1839740
6,6,percent,elimination,Marlee Matlin,Kristi Yamaguchi,30,0.15611158,0.131781535,0.27901,27901,100000,0.04918,7,0.27718,1,ok,1717227
6,6,percent,elimination,Marlee Matlin,Mario,28,0.159007982,0.131007283,0.27901,27901,100000,0.08038,6,0.27718,1,ok,1749087
6,7,percent,elimination,Shannon Elizabeth,Cristian de la Fuente,23,0.208311207,0.134915183,0.17088,17088,100000,0.25214,1,0.17262,3,ok,2291423
6,7,percent,elimination,Shannon Elizabeth,Shannon Elizabeth,25.5,0.02850832,0.023775818,0.17088,17088,100000,0.17262,3,0.17262,3,ok,313591
6,7,percent,elimination,Shannon Elizabeth,Marissa Jaret Winokur,26,0.192813693,0.137867248,0.17088,17088,100000,0.1567,4,0.17262,3,ok,2120950
6,7,percent,elimination,Shannon Elizabeth,Jason Taylor,27.5,0.185138215,0.138436247,0.17088,17088,100000,0.116,6,0.17262,3,ok,2036520
6,7,percent,elimination,Shannon Elizabeth,Kristi Yamaguchi,27,0.187229506,0.138598592,0.17088,17088,100000,0.1293,5,0.17262,3,ok,2059524
6,7,percent,elimination,Shannon Elizabeth,Mario,25.5,0.197999058,0.138283546,0.17088,17088,100000,0.17324,2,0.17262,3,ok,2177989
6,8,percent,elimination,Mario,Cristian de la Fuente,28.5,0.229790989,0.159303042,0.20496,20496,100000,0.15102,5,0.20636,3,ok,2527700
6,8,percent,elimination,Mario,Marissa Jaret Winokur,25,0.252832799,0.15895423,0.20496,20496,100000,0.2488,1,0.20636,3,ok,2781160
6,8,percent,elimination,Mario,Jason Taylor,26,0.246055104,0.159224343,0.20496,20496,100000,0.21922,2,0.20636,3,ok,2706606
6,8,percent,elimination,Mario,Kristi Yamaguchi,27.5,0.230922233,0.156604429,0.20496,20496,100000,0.1746,4,0.20636,3,ok,2540144
6,8,percent,elimination,Mario,Mario,26.5,0.040398875,0.032743852,0.20496,20496,100000,0.20636,3,0.20636,3,ok,444387
6,9,percent,elimination,Marissa Jaret Winokur,Cristian de la Fuente,28,0.310992319,0.191400445,0.29273,29273,100000,0.23642,3,0.28756,1,ok,3420915
6,9,percent,elimination,Marissa Jaret Winokur,Marissa Jaret Winokur,26,0.066173954,0.050826539,0.29273,29273,100000,0.28756,1,0.28756,1,ok,727913
6,9,percent,elimination,Marissa Jaret Winokur,Jason Taylor,27.5,0.315425381,0.190201506,0.29273,29273,100000,0.24894,2,0.28756,1,ok,3469679
6,9,percent,elimination,Marissa Jaret Winokur,Kristi Yamaguchi,28.5,0.307408346,0.192966194,0.29273,29273,100000,0.22708,4,0.28756,1,ok,3381491
6,10,percent,final_ranking,Cristian de la Fuente,Cristian de la Fuente,26,0.119521297,0.083839363,0.19106,19106,100000,0.38396,1,0.38396,1,ok,1792819
6,10,percent,final_ranking,Cristian de la Fuente,Jason Taylor,28.5,0.2705362,0.110593628,0.19106,19106,100000,0.32516,2,0.38396,1,ok,4058042
6,10,percent,final_ranking,Cristian de la Fuente,Kristi Yamaguchi,30,0.609942503,0.149821123,0.19106,19106,100000,0.29088,3,0.38396,1,ok,9149137
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Ted McGinley,18.5,0.009600913,0.007707991,0.04825,4825,100000,0.18078,5,,,ok_double_elimination,96009
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Cloris Leachman,16,0.101639016,0.073716289,0.04825,4825,100000,0.28302,2,,,ok_double_elimination,1016390
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Susan Lucci,18.5,0.090880463,0.07273569,0.04825,4825,100000,0.17986,6,,,ok_double_elimination,908805
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Cody Linley,20.5,0.084806171,0.073271641,0.04825,4825,100000,0.10184,8,,,ok_double_elimination,848062
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Misty May-Treanor,21,0.085620636,0.075222519,0.04825,4825,100000,0.088,9,,,ok_double_elimination,856206
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Maurice Greene,19.5,0.088892518,0.074502964,0.04825,4825,100000,0.1403,7,,,ok_double_elimination,888925
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Warren Sapp,21.5,0.083433867,0.074316882,0.04825,4825,100000,0.07096,11,,,ok_double_elimination,834339
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Jeffrey Ross,12,0.021091456,0.014001076,0.04825,4825,100000,0.41886,1,,,ok_double_elimination,210915
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Toni Braxton,22.5,0.083386294,0.073775488,0.04825,4825,100000,0.04438,12,,,ok_double_elimination,833863
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Lance Bass,21.5,0.083934799,0.07493016,0.04825,4825,100000,0.0712,10,,,ok_double_elimination,839348
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Kim Kardashian,18.5,0.091240235,0.074877937,0.04825,4825,100000,0.18294,4,,,ok_double_elimination,912402
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Rocco DiSpirito,17.5,0.094033216,0.073296476,0.04825,4825,100000,0.2226,3,,,ok_double_elimination,940332
7,1,percent,double_elimination,Ted McGinley & Jeffrey Ross,Brooke Burke,24.5,0.081440417,0.074802749,0.04825,4825,100000,0.01526,13,,,ok_double_elimination,814404
7,2,percent,elimination,Kim Kardashian,Cloris Leachman,15,0.115894676,0.084265307,0.17219,17219,100000,0.25652,1,0.1716,3,ok,1158946
7,2,percent,elimination,Kim Kardashian,Susan Lucci,21,0.09535692,0.084721795,0.17219,17219,100000,0.04744,7,0.1716,3,ok,953569
7,2,percent,elimination,Kim Kardashian,Cody Linley,21,0.095435729,0.084633553,0.17219,17219,100000,0.04712,8,0.1716,3,ok,954357
7,2,percent,elimination,Kim Kardashian,Misty May-Treanor,21,0.094964152,0.082978047,0.17219,17219,100000,0.04956,6,0.1716,3,ok,949641
7,2,percent,elimination,Kim Kardashian,Maurice Greene,19,0.097676457,0.082746333,0.17219,17219,100000,0.10114,4,0.1716,3,ok,976764
7,2,percent,elimination,Kim Kardashian,Warren Sapp,24,0.093395928,0.083624216,0.17219,17219,100000,0.01098,10,0.1716,3,ok,933959
7,2,percent,elimination,Kim Kardashian,Toni Braxton,23,0.094083017,0.083900334,0.17219,17219,100000,0.0179,9,0.1716,3,ok,940830
7,2,percent,elimination,Kim Kardashian,Lance Bass,20,0.09711024,0.083872968,0.17219,17219,100000,0.07386,5,0.1716,3,ok,971102
7,2,percent,elimination,Kim Kardashian,Kim Kardashian,17,0.013258445,0.010200761,0.17219,17219,100000,0.1716,3,0.1716,3,ok,132584
7,2,percent,elimination,Kim Kardashian,Rocco DiSpirito,16,0.110261563,0.083262662,0.17219,17219,100000,0.21386,2,0.1716,3,ok,1102615
7,2,percent,elimination,Kim Kardashian,Brooke Burke,24,0.092562873,0.083862487,0.17219,17219,100000,0.01002,11,0.1716,3,ok,925628
7,4,percent,elimination,Rocco DiSpirito,Cloris Leachman,22,0.124378705,0.104526592,0.25917,25917,100000,0.11626,4,0.26052,1,ok,1243787
7,4,percent,elimination,Rocco DiSpirito,Susan Lucci,24,0.119826704,0.104145998,0.25917,25917,100000,0.06272,7,0.26052,1,ok,1198267
7,4,percent,elimination,Rocco DiSpirito,Cody Linley,23,0.122143108,0.104175756,0.25917,25917,100000,0.08698,6,0.26052,1,ok,1221431
7,4,percent,elimination,Rocco DiSpirito,Maurice Greene,20,0.12955538,0.104428104,0.25917,25917,100000,0.18254,2,0.26052,1,ok,1295553
7,4,percent,elimination,Rocco DiSpirito,Warren Sapp,22,0.123153742,0.103637993,0.25917,25917,100000,0.11654,3,0.26052,1,ok,1231537
7,4,percent,elimination,Rocco DiSpirito,Toni Braxton,22,0.124016804,0.105043976,0.25917,25917,100000,0.11496,5,0.26052,1,ok,1240168
7,4,percent,elimination,Rocco DiSpirito,Lance Bass,26,0.118642375,0.104235816,0.25917,25917,100000,0.02946,9,0.26052,1,ok,1186423
7,4,percent,elimination,Rocco DiSpirito,Rocco DiSpirito,18,0.020138239,0.014893674,0.25917,25917,100000,0.26052,1,0.26052,1,ok,201382
7,4,percent,elimination,Rocco DiSpirito,Brooke Burke,26,0.118144943,0.103994332,0.25917,25917,100000,0.03002,8,0.26052,1,ok,1181449
7,5,percent,elimination,Toni Braxton,Cloris Leachman,21,0.152231805,0.110318007,0.17882,17882,100000,0.21326,1,0.17776,4,ok,1674549
7,5,percent,elimination,Toni Braxton,Susan Lucci,22,0.148578651,0.111543109,0.17882,17882,100000,0.17946,3,0.17776,4,ok,1634365
7,5,percent,elimination,Toni Braxton,Cody Linley,28,0.132118665,0.11108033,0.17882,17882,100000,0.04104,7,0.17776,4,ok,1453305
7,5,percent,elimination,Toni Braxton,Maurice Greene,27,0.131839017,0.110973702,0.17882,17882,100000,0.05458,6,0.17776,4,ok,1450229
7,5,percent,elimination,Toni Braxton,Warren Sapp,25,0.136653307,0.111608592,0.17882,17882,100000,0.09542,5,0.17776,4,ok,1503186
7,5,percent,elimination,Toni Braxton,Toni Braxton,22,0.020139068,0.015865942,0.17882,17882,100000,0.17776,4,0.17776,4,ok,221529
7,5,percent,elimination,Toni Braxton,Lance Bass,21,0.151031948,0.110806326,0.17882,17882,100000,0.20948,2,0.17776,4,ok,1661351
7,5,percent,elimination,Toni Braxton,Brooke Burke,29,0.127407539,0.109359773,0.17882,17882,100000,0.029,8,0.17776,4,ok,1401482
7,6,percent,elimination,Cloris Leachman,Cloris Leachman,15,0.039283703,0.027246192,0.38991,38991,100000,0.3885,1,0.3885,1,ok,432120
7,6,percent,elimination,Cloris Leachman,Susan Lucci,23,0.16244921,0.131707671,0.38991,38991,100000,0.1257,3,0.3885,1,ok,1786941
7,6,percent,elimination,Cloris Leachman,Cody Linley,23,0.161674651,0.131225062,0.38991,38991,100000,0.12278,4,0.3885,1,ok,1778421
7,6,percent,elimination,Cloris Leachman,Maurice Greene,21,0.166860159,0.131507983,0.38991,38991,100000,0.18466,2,0.3885,1,ok,1835461
7,6,percent,elimination,Cloris Leachman,Warren Sapp,25,0.157623532,0.131370197,0.38991,38991,100000,0.07748,5,0.3885,1,ok,1733858
7,6,percent,elimination,Cloris Leachman,Lance Bass,27,0.155045381,0.131799184,0.38991,38991,100000,0.04354,7,0.3885,1,ok,1705499
7,6,percent,elimination,Cloris Leachman,Brooke Burke,26,0.157063365,0.131788584,0.38991,38991,100000,0.05734,6,0.3885,1,ok,1727697
7,7,percent,elimination,Susan Lucci,Susan Lucci,24,0.029711677,0.024114268,0.16951,16951,100000,0.16832,3,0.16832,3,ok,326828
7,7,percent,elimination,Susan Lucci,Cody Linley,22,0.208848348,0.13636372,0.16951,16951,100000,0.23264,2,0.16832,3,ok,2297331
7,7,percent,elimination,Susan Lucci,Maurice Greene,25,0.186178561,0.134217329,0.16951,16951,100000,0.14074,5,0.16832,3,ok,2047964
7,7,percent,elimination,Susan Lucci,Warren Sapp,21,0.214388833,0.136065778,0.16951,16951,100000,0.26886,1,0.16832,3,ok,2358277
7,7,percent,elimination,Susan Lucci,Lance Bass,25,0.187539473,0.134938785,0.16951,16951,100000,0.1432,4,0.16832,3,ok,2062934
7,7,percent,elimination,Susan Lucci,Brooke Burke,30,0.173333109,0.139140646,0.16951,16951,100000,0.04624,6,0.16832,3,ok,1906664
7,8,percent,elimination,Maurice Greene,Cody Linley,24,0.251214296,0.163628411,0.24495,24495,100000,0.24616,1,0.23856,2,ok,2763357
7,8,percent,elimination,Maurice Greene,Maurice Greene,24,0.043782036,0.034559798,0.24495,24495,100000,0.23856,2,0.23856,2,ok,481602
7,8,percent,elimination,Maurice Greene,Warren Sapp,27,0.232769216,0.164676121,0.24495,24495,100000,0.15708,4,0.23856,2,ok,2560461
7,8,percent,elimination,Maurice Greene,Lance Bass,25,0.242336247,0.162791265,0.24495,24495,100000,0.2117,3,0.23856,2,ok,2665698
7,8,percent,elimination,Maurice Greene,Brooke Burke,27.5,0.229898206,0.163682269,0.24495,24495,100000,0.1465,5,0.23856,2,ok,2528880
7,9,percent,elimination,Cody Linley,Cody Linley,23,0.06969783,0.052572421,0.30677,30677,100000,0.30808,1,0.30808,1,ok,766676
7,9,percent,elimination,Cody Linley,Warren Sapp,24.5,0.320374793,0.192773364,0.30677,30677,100000,0.26544,2,0.30808,1,ok,3524122
7,9,percent,elimination,Cody Linley,Lance Bass,28.5,0.291398972,0.193367947,0.30677,30677,100000,0.16152,4,0.30808,1,ok,3205388
7,9,percent,elimination,Cody Linley,Brooke Burke,24.5,0.318528405,0.191515354,0.30677,30677,100000,0.26496,3,0.30808,1,ok,3503812
7,10,percent,final_ranking,Lance Bass,Warren Sapp,27.5,0.285736443,0.106343421,0.17762,17762,100000,0.35206,2,0.35602,1,ok,4286046
7,10,percent,final_ranking,Lance Bass,Lance Bass,27.5,0.113800325,0.080498221,0.17762,17762,100000,0.35602,1,0.35602,1,ok,1707004
7,10,percent,final_ranking,Lance Bass,Brooke Burke,30,0.600463232,0.144904505,0.17762,17762,100000,0.29192,3,0.35602,1,ok,9006948
8,2,percent,elimination,Belinda Carlisle,Gilles Marini,27,0.077702373,0.072289299,0.11051,11051,100000,0.0007,13,0.1109,4,ok,777023
8,2,percent,elimination,Belinda Carlisle,Denise Richards,21,0.077526508,0.069161192,0.11051,11051,100000,0.0344,9,0.1109,4,ok,775265
8,2,percent,elimination,Belinda Carlisle,David Alan Grier,17,0.088939496,0.069798939,0.11051,11051,100000,0.14784,2,0.1109,4,ok,889394
8,2,percent,elimination,Belinda Carlisle,Lawrence Taylor,20,0.079398128,0.070195636,0.11051,11051,100000,0.05222,7,0.1109,4,ok,793981
8,2,percent,elimination,Belinda Carlisle,Ty Murray,20,0.080201181,0.071155366,0.11051,11051,100000,0.05488,6,0.1109,4,ok,802011
8,2,percent,elimination,Belinda Carlisle,Shawn Johnson,24,0.076137286,0.070232394,0.11051,11051,100000,0.00604,11,0.1109,4,ok,761372
8,2,percent,elimination,Belinda Carlisle,Steve Wozniak,17,0.088554275,0.071257253,0.11051,11051,100000,0.14504,3,0.1109,4,ok,885542
8,2,percent,elimination,Belinda Carlisle,Belinda Carlisle,18,0.008857741,0.007347949,0.11051,11051,100000,0.1109,4,0.1109,4,ok,88577
8,2,percent,elimination,Belinda Carlisle,Chuck Wicks,20,0.081588116,0.071461306,0.11051,11051,100000,0.05084,8,0.1109,4,ok,815881
8,2,percent,elimination,Belinda Carlisle,Lil' Kim,23,0.077507348,0.071500623,0.11051,11051,100000,0.0105,10,0.1109,4,ok,775073
8,2,percent,elimination,Belinda Carlisle,Steve-O,14,0.101110351,0.070867333,0.11051,11051,100000,0.27718,1,0.1109,4,ok,1011103
8,2,percent,elimination,Belinda Carlisle,Holly Madison,18,0.085336117,0.071720138,0.11051,11051,100000,0.10758,5,0.1109,4,ok,853361
8,2,percent,elimination,Belinda Carlisle,Melissa Rycroft,26,0.077141079,0.071823107,0.11051,11051,100000,0.00188,12,0.1109,4,ok,771410
8,3,percent,elimination,Denise Richards,Gilles Marini,27,0.082432798,0.075467564,0.15928,15928,100000,0.0024,11,0.15764,3,ok,824327
8,3,percent,elimination,Denise Richards,Denise Richards,16,0.014227631,0.011129045,0.15928,15928,100000,0.15764,3,0.15764,3,ok,142276
8,3,percent,elimination,Denise Richards,David Alan Grier,24,0.084505451,0.076070368,0.15928,15928,100000,0.01404,8,0.15764,3,ok,845054
8,3,percent,elimination,Denise Richards,Lawrence Taylor,20,0.087700247,0.076256309,0.15928,15928,100000,0.06042,5,0.15764,3,ok,877002
8,3,percent,elimination,Denise Richards,Ty Murray,23,0.083665167,0.076161229,0.15928,15928,100000,0.01998,7,0.15764,3,ok,836651
8,3,percent,elimination,Denise Richards,Shawn Johnson,27,0.081407915,0.07486106,0.15928,15928,100000,0.00258,10,0.15764,3,ok,814079
8,3,percent,elimination,Denise Richards,Steve Wozniak,10,0.120517003,0.0765452,0.15928,15928,100000,0.3866,1,0.15764,3,ok,1205170
8,3,percent,elimination,Denise Richards,Chuck Wicks,23,0.08371529,0.075359304,0.15928,15928,100000,0.02062,6,0.15764,3,ok,837152
8,3,percent,elimination,Denise Richards,Lil' Kim,25,0.08435669,0.076790245,0.15928,15928,100000,0.00788,9,0.15764,3,ok,843566
8,3,percent,elimination,Denise Richards,Steve-O,15,0.101305055,0.076429674,0.15928,15928,100000,0.19458,2,0.15764,3,ok,1013050
8,3,percent,elimination,Denise Richards,Holly Madison,17,0.093582652,0.076314648,0.15928,15928,100000,0.131,4,0.15764,3,ok,935826
8,3,percent,elimination,Denise Richards,Melissa Rycroft,27,0.082584101,0.076268793,0.15928,15928,100000,0.00226,12,0.15764,3,ok,825841
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Gilles Marini,30,0.097384364,0.0881441,0.1176,11760,100000,0.0113,11,,,ok_double_elimination,973844
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,David Alan Grier,22,0.105403483,0.088629782,0.1176,11760,100000,0.15888,5,,,ok_double_elimination,1054035
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Lawrence Taylor,19,0.111916897,0.087235857,0.1176,11760,100000,0.25104,4,,,ok_double_elimination,1119169
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Ty Murray,25,0.101723349,0.089252784,0.1176,11760,100000,0.07776,8,,,ok_double_elimination,1017233
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Shawn Johnson,25,0.102508813,0.088752677,0.1176,11760,100000,0.0809,7,,,ok_double_elimination,1025088
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Steve Wozniak,12,0.027942624,0.019322153,0.1176,11760,100000,0.46844,1,,,ok_double_elimination,279426
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Chuck Wicks,22,0.104547431,0.088218999,0.1176,11760,100000,0.15506,6,,,ok_double_elimination,1045474
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Lil' Kim,27,0.099515573,0.087951218,0.1176,11760,100000,0.04138,9,,,ok_double_elimination,995156
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Steve-O,15,0.130327034,0.089666102,0.1176,11760,100000,0.3825,2,,,ok_double_elimination,1303270
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Holly Madison,16,0.02117479,0.015466849,0.1176,11760,100000,0.35548,3,,,ok_double_elimination,211748
8,4,percent,double_elimination,Steve Wozniak & Holly Madison,Melissa Rycroft,29,0.097555643,0.086806965,0.1176,11760,100000,0.01726,10,,,ok_double_elimination,975556
8,5,percent,elimination,David Alan Grier,Gilles Marini,29,0.112506632,0.098267428,0.12846,12846,100000,0.01254,9,0.12864,4,ok,1237572
8,5,percent,elimination,David Alan Grier,David Alan Grier,22,0.015116631,0.012317314,0.12846,12846,100000,0.12864,4,0.12864,4,ok,166282
8,5,percent,elimination,David Alan Grier,Lawrence Taylor,20,0.134150468,0.097029957,0.12846,12846,100000,0.18962,2,0.12864,4,ok,1475655
8,5,percent,elimination,David Alan Grier,Ty Murray,21,0.129961729,0.098832873,0.12846,12846,100000,0.16426,3,0.12864,4,ok,1429579
8,5,percent,elimination,David Alan Grier,Shawn Johnson,26,0.113649743,0.097207541,0.12846,12846,100000,0.04082,7,0.12864,4,ok,1250147
8,5,percent,elimination,David Alan Grier,Chuck Wicks,23,0.121717598,0.097494874,0.12846,12846,100000,0.09954,5,0.12864,4,ok,1338893
8,5,percent,elimination,David Alan Grier,Lil' Kim,26,0.110540088,0.096634143,0.12846,12846,100000,0.04078,8,0.12864,4,ok,1215940
8,5,percent,elimination,David Alan Grier,Steve-O,18,0.145425654,0.097416237,0.12846,12846,100000,0.26518,1,0.12864,4,ok,1599682
8,5,percent,elimination,David Alan Grier,Melissa Rycroft,25,0.116931457,0.098999286,0.12846,12846,100000,0.05862,6,0.12864,4,ok,1286246
8,6,percent,elimination,Steve-O,Gilles Marini,26,0.135156518,0.11487128,0.33354,33354,100000,0.04838,6,0.33282,1,ok,1486721
8,6,percent,elimination,Steve-O,Lawrence Taylor,22,0.140631542,0.116026466,0.33354,33354,100000,0.13614,3,0.33282,1,ok,1546946
8,6,percent,elimination,Steve-O,Ty Murray,18,0.15427021,0.116059617,0.33354,33354,100000,0.26248,2,0.33282,1,ok,1696972
8,6,percent,elimination,Steve-O,Shawn Johnson,26,0.134044731,0.1155095,0.33354,33354,100000,0.05192,5,0.33282,1,ok,1474492
8,6,percent,elimination,Steve-O,Chuck Wicks,23,0.137827889,0.114474176,0.33354,33354,100000,0.10776,4,0.33282,1,ok,1516106
8,6,percent,elimination,Steve-O,Lil' Kim,28,0.13380532,0.115356537,0.33354,33354,100000,0.0249,8,0.33282,1,ok,1471858
8,6,percent,elimination,Steve-O,Steve-O,16,0.030174365,0.021721216,0.33354,33354,100000,0.33282,1,0.33282,1,ok,331918
8,6,percent,elimination,Steve-O,Melissa Rycroft,27,0.134089426,0.114738312,0.33354,33354,100000,0.0356,7,0.33282,1,ok,1474983
8,7,percent,elimination,Lawrence Taylor,Gilles Marini,27,0.161168493,0.130301737,0.29249,29249,100000,0.11002,5,0.2887,1,ok,1772853
8,7,percent,elimination,Lawrence Taylor,Lawrence Taylor,21,0.030135086,0.022176336,0.29249,29249,100000,0.2887,1,0.2887,1,ok,331485
8,7,percent,elimination,Lawrence Taylor,Ty Murray,24,0.168753568,0.129875098,0.29249,29249,100000,0.1972,2,0.2887,1,ok,1856289
8,7,percent,elimination,Lawrence Taylor,Shawn Johnson,28,0.159016038,0.129723257,0.29249,29249,100000,0.08686,6,0.2887,1,ok,1749176
8,7,percent,elimination,Lawrence Taylor,Chuck Wicks,27,0.161065369,0.130761181,0.29249,29249,100000,0.1117,4,0.2887,1,ok,1771719
8,7,percent,elimination,Lawrence Taylor,Lil' Kim,26,0.161764466,0.129220628,0.29249,29249,100000,0.1364,3,0.2887,1,ok,1779409
8,7,percent,elimination,Lawrence Taylor,Melissa Rycroft,29,0.15809698,0.130397205,0.29249,29249,100000,0.06912,7,0.2887,1,ok,1739066
8,8,percent,elimination,Chuck Wicks,Gilles Marini,27.5,0.186987592,0.140632936,0.17917,17917,100000,0.12194,5,0.18036,2,ok,2056863
8,8,percent,elimination,Chuck Wicks,Ty Murray,26,0.193240123,0.138949651,0.17917,17917,100000,0.1671,3,0.18036,2,ok,2125641
8,8,percent,elimination,Chuck Wicks,Shawn Johnson,26,0.192640803,0.139767269,0.17917,17917,100000,0.1631,4,0.18036,2,ok,2119048
8,8,percent,elimination,Chuck Wicks,Chuck Wicks,25.5,0.028850263,0.023904057,0.17917,17917,100000,0.18036,2,0.18036,2,ok,317352
8,8,percent,elimination,Chuck Wicks,Lil' Kim,28,0.184490594,0.138693487,0.17917,17917,100000,0.11446,6,0.18036,2,ok,2029396
8,8,percent,elimination,Chuck Wicks,Melissa Rycroft,23,0.213790626,0.139140707,0.17917,17917,100000,0.25304,1,0.18036,2,ok,2351696
8,9,percent,elimination,Lil' Kim,Gilles Marini,28,0.231665691,0.161247721,0.21732,21732,100000,0.16958,3,0.21288,2,ok,2548322
8,9,percent,elimination,Lil' Kim,Ty Murray,23,0.266563164,0.159558065,0.21732,21732,100000,0.30224,1,0.21288,2,ok,2932194
8,9,percent,elimination,Lil' Kim,Shawn Johnson,28,0.230408032,0.159861547,0.21732,21732,100000,0.16346,4,0.21288,2,ok,2534488
8,9,percent,elimination,Lil' Kim,Lil' Kim,26,0.041489124,0.033223823,0.21732,21732,100000,0.21288,2,0.21288,2,ok,456380
8,9,percent,elimination,Lil' Kim,Melissa Rycroft,28.5,0.22987399,0.161064951,0.21732,21732,100000,0.15184,5,0.21288,2,ok,2528613
8,10,percent,elimination,Ty Murray,Gilles Marini,30,0.299543975,0.197187723,0.33745,33745,100000,0.1868,4,0.3366,1,ok,4493159
8,10,percent,elimination,Ty Murray,Ty Murray,24,0.072609406,0.054148031,0.33745,33745,100000,0.3366,1,0.3366,1,ok,1089141
8,10,percent,elimination,Ty Murray,Shawn Johnson,28,0.312480258,0.195781822,0.33745,33745,100000,0.23268,3,0.3366,1,ok,4687203
8,10,percent,elimination,Ty Murray,Melissa Rycroft,27.5,0.315366361,0.195982372,0.33745,33745,100000,0.24392,2,0.3366,1,ok,4730495
8,11,percent,final_ranking,Melissa Rycroft,Gilles Marini,29,0.276561585,0.106290341,0.173,17300,100000,0.3342,2,0.35024,1,ok,4148423
8,11,percent,final_ranking,Melissa Rycroft,Shawn Johnson,30,0.610075906,0.145433176,0.173,17300,100000,0.31556,3,0.35024,1,ok,9151138
8,11,percent,final_ranking,Melissa Rycroft,Melissa Rycroft,28.5,0.113362509,0.080115823,0.173,17300,100000,0.35024,1,0.35024,1,ok,1700437
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Ashley Hamiliton,18.9999,0.010859633,0.0079865,0.04779,4779,100000,0.27622,3,,,ok_double_elimination,108596
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Debi Mazar,22,0.074030201,0.062467457,0.04779,4779,100000,0.18176,7,,,ok_double_elimination,740302
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Melissa Joan Hart,24,0.068724068,0.060197763,0.04779,4779,100000,0.12422,8,,,ok_double_elimination,687241
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Mark Dacascos,28.9998,0.065918736,0.061339802,0.04779,4779,100000,0.02764,11,,,ok_double_elimination,659187
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Chuck Liddell,22,0.0722224,0.061271913,0.04779,4779,100000,0.18544,6,,,ok_double_elimination,722224
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Natalie Coughlin,26.9998,0.065407423,0.06006956,0.04779,4779,100000,0.05578,9,,,ok_double_elimination,654074
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Louie Vito,26.9998,0.067520101,0.062545645,0.04779,4779,100000,0.0556,10,,,ok_double_elimination,675201
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Michael Irvin,19,0.079614284,0.060885993,0.04779,4779,100000,0.27658,2,,,ok_double_elimination,796143
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Joanna Krupa,33.9999,0.066645929,0.061666796,0.04779,4779,100000,0.00138,16,,,ok_double_elimination,666459
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Kathy Ireland,19.9999,0.077859502,0.06161724,0.04779,4779,100000,0.24812,4,,,ok_double_elimination,778595
9,1,percent,double_elimination,Ashley Hamiliton & Macy Gray,Tom DeLay,19.9999,0.078904287,0.062221765,0.04779,4779,100000,0.24528,5,,,ok_double_elimination,789043
