season,week,method,constraint_type,eliminated,contestant,judge_total,fan_vote_mean,fan_vote_std,feasible_rate,num_valid,n_simulations,p_elim,rank_elim,p_elim_true,rank_true,status,finals_order,estimated_votes_total,certainty_cv
6,9,percent,elimination,Marissa Jaret Winokur,Kristi Yamaguchi,28.5,0.3074083460414704,0.192966193965598,0.29273,29273,100000,0.22708,4.0,0.28756,1.0,ok,,3381491,0.6277
6,10,percent,final_ranking,Cristian de la Fuente,Cristian de la Fuente,26.0,0.1195212972927336,0.0838393633563627,0.19106,19106,100000,0.38396,1.0,0.38396,1.0,ok,Kristi Yamaguchi > Jason Taylor > Cristian de la Fuente,1792819,0.7015
6,10,percent,final_ranking,Cristian de la Fuente,Jason Taylor,28.5,0.2705361996169931,0.1105936282762169,0.19106,19106,100000,0.32516,2.0,0.38396,1.0,ok,Kristi Yamaguchi > Jason Taylor > Cristian de la Fuente,4058042,0.4088
6,10,percent,final_ranking,Cristian de la Fuente,Kristi Yamaguchi,30.0,0.6099425030902738,0.1498211226972219,0.19106,19106,100000,0.29088,3.0,0.38396,1.0,ok,Kristi Yamaguchi > Jason Taylor > Cristian de la Fuente,9149137,0.2456
7,1,percent,elimination,Ted McGinley,Ted McGinley,18.5,0.0076541197364553,0.0063827865697137,0.0775,7750,100000,0.07866,4.0,0.07866,4.0,ok,,76541,0.8339
7,1,percent,elimination,Ted McGinley,Cloris Leachman,16.0,0.0926072822728477,0.0689167417541901,0.0775,7750,100000,0.16736,2.0,0.07866,4.0,ok,,926072,0.7442
7,1,percent,elimination,Ted McGinley,Susan Lucci,18.5,0.0826546845245835,0.06846878241804,0.0775,7750,100000,0.07758,5.0,0.07866,4.0,ok,,826546,0.8284
7,1,percent,elimination,Ted McGinley,Cody Linley,20.5,0.0765765712484244,0.0692893418574641,0.0775,7750,100000,0.03154,8.0,0.07866,4.0,ok,,765765,0.9048
7,1,percent,elimination,Ted McGinley,Misty May-Treanor,21.0,0.0775038169264136,0.0697070049830637,0.0775,7750,100000,0.02314,9.0,0.07866,4.0,ok,,775038,0.8994
7,1,percent,elimination,Ted McGinley,Maurice Greene,19.5,0.0807111472209973,0.0690203238930413,0.0775,7750,100000,0.05198,7.0,0.07866,4.0,ok,,807111,0.8552
7,1,percent,elimination,Ted McGinley,Warren Sapp,21.5,0.0763278493740755,0.0697291899726051,0.0775,7750,100000,0.01792,10.0,0.07866,4.0,ok,,763278,0.9135
7,1,percent,elimination,Ted McGinley,Jeffrey Ross,12.0,0.1092569521155075,0.0695901995444604,0.0775,7750,100000,0.3382,1.0,0.07866,4.0,ok,,1092569,0.6369
7,1,percent,elimination,Ted McGinley,Toni Braxton,22.5,0.07536231904187,0.0709276052051393,0.0775,7750,100000,0.0088,12.0,0.07866,4.0,ok,,753623,0.9412
7,1,percent,elimination,Ted McGinley,Lance Bass,21.5,0.0764782069085133,0.0690859583514981,0.0775,7750,100000,0.01656,11.0,0.07866,4.0,ok,,764782,0.9033
7,1,percent,elimination,Ted McGinley,Kim Kardashian,18.5,0.0837561438885467,0.0700270070258202,0.0775,7750,100000,0.0763,6.0,0.07866,4.0,ok,,837561,0.8361
7,1,percent,elimination,Ted McGinley,Rocco DiSpirito,17.5,0.085632651679421,0.067144394073339,0.0775,7750,100000,0.10988,3.0,0.07866,4.0,ok,,856326,0.7841
7,1,percent,elimination,Ted McGinley,Brooke Burke,24.5,0.0754782550623442,0.0696767816611734,0.0775,7750,100000,0.00208,13.0,0.07866,4.0,ok,,754782,0.9231
7,1,percent,elimination,Jeffrey Ross,Ted McGinley,18.5,0.0825442627536338,0.0743773846766044,0.3389,33890,100000,0.07866,4.0,0.3382,1.0,ok,,825442,0.9011
7,1,percent,elimination,Jeffrey Ross,Cloris Leachman,16.0,0.085966735547011,0.0740507316029813,0.3389,33890,100000,0.16736,2.0,0.3382,1.0,ok,,859667,0.8614
7,1,percent,elimination,Jeffrey Ross,Susan Lucci,18.5,0.082411484769074,0.0742849657259208,0.3389,33890,100000,0.07758,5.0,0.3382,1.0,ok,,824114,0.9014
7,1,percent,elimination,Jeffrey Ross,Cody Linley,20.5,0.0816698396760863,0.0743301381668792,0.3389,33890,100000,0.03154,8.0,0.3382,1.0,ok,,816698,0.9101
7,1,percent,elimination,Jeffrey Ross,Misty May-Treanor,21.0,0.0814390106087657,0.0747384417438541,0.3389,33890,100000,0.02314,9.0,0.3382,1.0,ok,,814390,0.9177
7,1,percent,elimination,Jeffrey Ross,Maurice Greene,19.5,0.0807442230363649,0.0738520048977639,0.3389,33890,100000,0.05198,7.0,0.3382,1.0,ok,,807442,0.9146
7,1,percent,elimination,Jeffrey Ross,Warren Sapp,21.5,0.0815211968406194,0.0744980047222861,0.3389,33890,100000,0.01792,10.0,0.3382,1.0,ok,,815211,0.9138
7,1,percent,elimination,Jeffrey Ross,Jeffrey Ross,12.0,0.0169555468817153,0.0114981963842457,0.3389,33890,100000,0.3382,1.0,0.3382,1.0,ok,,169555,0.6781
7,1,percent,elimination,Jeffrey Ross,Toni Braxton,22.5,0.0801520284935549,0.0736184674437255,0.3389,33890,100000,0.0088,12.0,0.3382,1.0,ok,,801520,0.9185
7,1,percent,elimination,Jeffrey Ross,Lance Bass,21.5,0.0804495714884814,0.0736888913803485,0.3389,33890,100000,0.01656,11.0,0.3382,1.0,ok,,804495,0.916
7,1,percent,elimination,Jeffrey Ross,Kim Kardashian,18.5,0.0824694580316948,0.075185383914565,0.3389,33890,100000,0.0763,6.0,0.3382,1.0,ok,,824694,0.9117
7,1,percent,elimination,Jeffrey Ross,Rocco DiSpirito,17.5,0.0833278830063099,0.0738918321270079,0.3389,33890,100000,0.10988,3.0,0.3382,1.0,ok,,833278,0.8868
7,1,percent,elimination,Jeffrey Ross,Brooke Burke,24.5,0.0803487588666865,0.0743621073074523,0.3389,33890,100000,0.00208,13.0,0.3382,1.0,ok,,803487,0.9255
7,2,percent,elimination,Kim Kardashian,Cloris Leachman,15.0,0.1158946763369269,0.0842653071925858,0.17219,17219,100000,0.25652,1.0,0.1716,3.0,ok,,1158946,0.7271
7,2,percent,elimination,Kim Kardashian,Susan Lucci,21.0,0.0953569200892045,0.0847217949765653,0.17219,17219,100000,0.04744,7.0,0.1716,3.0,ok,,953569,0.8885
7,2,percent,elimination,Kim Kardashian,Cody Linley,21.0,0.0954357288949254,0.0846335532018759,0.17219,17219,100000,0.04712,8.0,0.1716,3.0,ok,,954357,0.8868
7,2,percent,elimination,Kim Kardashian,Misty May-Treanor,21.0,0.0949641520370127,0.0829780472428542,0.17219,17219,100000,0.04956,6.0,0.1716,3.0,ok,,949641,0.8738
7,2,percent,elimination,Kim Kardashian,Maurice Greene,19.0,0.0976764571882509,0.0827463328372375,0.17219,17219,100000,0.10114,4.0,0.1716,3.0,ok,,976764,0.8471
7,2,percent,elimination,Kim Kardashian,Warren Sapp,24.0,0.0933959278870978,0.0836242155962834,0.17219,17219,100000,0.01098,10.0,0.1716,3.0,ok,,933959,0.8954
7,2,percent,elimination,Kim Kardashian,Toni Braxton,23.0,0.0940830169420443,0.0839003335154654,0.17219,17219,100000,0.0179,9.0,0.1716,3.0,ok,,940830,0.8918
7,2,percent,elimination,Kim Kardashian,Lance Bass,20.0,0.0971102398162887,0.0838729675312905,0.17219,17219,100000,0.07386,5.0,0.1716,3.0,ok,,971102,0.8637
7,2,percent,elimination,Kim Kardashian,Kim Kardashian,17.0,0.013258445417381,0.0102007609437535,0.17219,17219,100000,0.1716,3.0,0.1716,3.0,ok,,132584,0.7694
7,2,percent,elimination,Kim Kardashian,Rocco DiSpirito,16.0,0.110261562564963,0.083262661905546,0.17219,17219,100000,0.21386,2.0,0.1716,3.0,ok,,1102615,0.7551
7,2,percent,elimination,Kim Kardashian,Brooke Burke,24.0,0.0925628728259054,0.083862486595275,0.17219,17219,100000,0.01002,11.0,0.1716,3.0,ok,,925628,0.906
7,4,percent,elimination,Rocco DiSpirito,Cloris Leachman,22.0,0.1243787047706375,0.1045265921868993,0.25917,25917,100000,0.11626,4.0,0.26052,1.0,ok,,1243787,0.8404
7,4,percent,elimination,Rocco DiSpirito,Susan Lucci,24.0,0.1198267037949512,0.1041459977736928,0.25917,25917,100000,0.06272,7.0,0.26052,1.0,ok,,1198267,0.8691
7,4,percent,elimination,Rocco DiSpirito,Cody Linley,23.0,0.1221431083231181,0.104175756393106,0.25917,25917,100000,0.08698,6.0,0.26052,1.0,ok,,1221431,0.8529
7,4,percent,elimination,Rocco DiSpirito,Maurice Greene,20.0,0.1295553798696975,0.1044281041825596,0.25917,25917,100000,0.18254,2.0,0.26052,1.0,ok,,1295553,0.806
7,4,percent,elimination,Rocco DiSpirito,Warren Sapp,22.0,0.1231537420846054,0.1036379927235624,0.25917,25917,100000,0.11654,3.0,0.26052,1.0,ok,,1231537,0.8415
7,4,percent,elimination,Rocco DiSpirito,Toni Braxton,22.0,0.1240168040598384,0.1050439761889452,0.25917,25917,100000,0.11496,5.0,0.26052,1.0,ok,,1240168,0.847
7,4,percent,elimination,Rocco DiSpirito,Lance Bass,26.0,0.1186423752988284,0.1042358158847952,0.25917,25917,100000,0.02946,9.0,0.26052,1.0,ok,,1186423,0.8786
7,4,percent,elimination,Rocco DiSpirito,Rocco DiSpirito,18.0,0.0201382386558897,0.0148936736123304,0.25917,25917,100000,0.26052,1.0,0.26052,1.0,ok,,201382,0.7396
7,4,percent,elimination,Rocco DiSpirito,Brooke Burke,26.0,0.1181449431424355,0.1039943322226168,0.25917,25917,100000,0.03002,8.0,0.26052,1.0,ok,,1181449,0.8802
7,5,percent,elimination,Toni Braxton,Cloris Leachman,21.0,0.1522318053430043,0.1103180068204412,0.17882,17882,100000,0.21326,1.0,0.17776,4.0,ok,,1674549,0.7247
7,5,percent,elimination,Toni Braxton,Susan Lucci,22.0,0.1485786512120251,0.1115431090079722,0.17882,17882,100000,0.17946,3.0,0.17776,4.0,ok,,1634365,0.7507
7,5,percent,elimination,Toni Braxton,Cody Linley,28.0,0.1321186645871936,0.1110803302497262,0.17882,17882,100000,0.04104,7.0,0.17776,4.0,ok,,1453305,0.8408
7,5,percent,elimination,Toni Braxton,Maurice Greene,27.0,0.1318390174204314,0.1109737023221589,0.17882,17882,100000,0.05458,6.0,0.17776,4.0,ok,,1450229,0.8417
7,5,percent,elimination,Toni Braxton,Warren Sapp,25.0,0.1366533070478071,0.111608592220836,0.17882,17882,100000,0.09542,5.0,0.17776,4.0,ok,,1503186,0.8167
7,5,percent,elimination,Toni Braxton,Toni Braxton,22.0,0.0201390682291836,0.0158659417254055,0.17882,17882,100000,0.17776,4.0,0.17776,4.0,ok,,221529,0.7878
7,5,percent,elimination,Toni Braxton,Lance Bass,21.0,0.1510319476136132,0.1108063259504935,0.17882,17882,100000,0.20948,2.0,0.17776,4.0,ok,,1661351,0.7337
7,5,percent,elimination,Toni Braxton,Brooke Burke,29.0,0.1274075385467385,0.109359773317064,0.17882,17882,100000,0.029,8.0,0.17776,4.0,ok,,1401482,0.8583
7,6,percent,elimination,Cloris Leachman,Cloris Leachman,15.0,0.03928370318515,0.027246192383819,0.38991,38991,100000,0.3885,1.0,0.3885,1.0,ok,,432120,0.6936
7,6,percent,elimination,Cloris Leachman,Susan Lucci,23.0,0.1624492097401574,0.1317076709661177,0.38991,38991,100000,0.1257,3.0,0.3885,1.0,ok,,1786941,0.8108
7,6,percent,elimination,Cloris Leachman,Cody Linley,23.0,0.1616746512893961,0.1312250620989511,0.38991,38991,100000,0.12278,4.0,0.3885,1.0,ok,,1778421,0.8117
7,6,percent,elimination,Cloris Leachman,Maurice Greene,21.0,0.166860158946661,0.1315079827769893,0.38991,38991,100000,0.18466,2.0,0.3885,1.0,ok,,1835461,0.7881
7,6,percent,elimination,Cloris Leachman,Warren Sapp,25.0,0.1576235316774362,0.1313701972580189,0.38991,38991,100000,0.07748,5.0,0.3885,1.0,ok,,1733858,0.8334
7,6,percent,elimination,Cloris Leachman,Lance Bass,27.0,0.1550453805377252,0.1317991836035071,0.38991,38991,100000,0.04354,7.0,0.3885,1.0,ok,,1705499,0.8501
7,6,percent,elimination,Cloris Leachman,Brooke Burke,26.0,0.1570633646234729,0.1317885838546491,0.38991,38991,100000,0.05734,6.0,0.3885,1.0,ok,,1727697,0.8391
7,7,percent,elimination,Susan Lucci,Susan Lucci,24.0,0.0297116771063813,0.0241142676389447,0.16951,16951,100000,0.16832,3.0,0.16832,3.0,ok,,326828,0.8116
7,7,percent,elimination,Susan Lucci,Cody Linley,22.0,0.2088483478973096,0.1363637195463384,0.16951,16951,100000,0.23264,2.0,0.16832,3.0,ok,,2297331,0.6529
7,7,percent,elimination,Susan Lucci,Maurice Greene,25.0,0.1861785610449278,0.1342173287704813,0.16951,16951,100000,0.14074,5.0,0.16832,3.0,ok,,2047964,0.7209
7,7,percent,elimination,Susan Lucci,Warren Sapp,21.0,0.2143888326547786,0.1360657781626788,0.16951,16951,100000,0.26886,1.0,0.16832,3.0,ok,,2358277,0.6347
7,7,percent,elimination,Susan Lucci,Lance Bass,25.0,0.1875394727137701,0.1349387850851931,0.16951,16951,100000,0.1432,4.0,0.16832,3.0,ok,,2062934,0.7195
7,7,percent,elimination,Susan Lucci,Brooke Burke,30.0,0.1733331085828338,0.1391406462721244,0.16951,16951,100000,0.04624,6.0,0.16832,3.0,ok,,1906664,0.8027
7,8,percent,elimination,Maurice Greene,Cody Linley,24.0,0.25121429578335,0.1636284105748187,0.24495,24495,100000,0.24616,1.0,0.23856,2.0,ok,,2763357,0.6513
7,8,percent,elimination,Maurice Greene,Maurice Greene,24.0,0.0437820359680276,0.0345597982045141,0.24495,24495,100000,0.23856,2.0,0.23856,2.0,ok,,481602,0.7894
7,8,percent,elimination,Maurice Greene,Warren Sapp,27.0,0.2327692158525519,0.1646761210310262,0.24495,24495,100000,0.15708,4.0,0.23856,2.0,ok,,2560461,0.7075
7,8,percent,elimination,Maurice Greene,Lance Bass,25.0,0.2423362465152023,0.1627912651210324,0.24495,24495,100000,0.2117,3.0,0.23856,2.0,ok,,2665698,0.6718
7,8,percent,elimination,Maurice Greene,Brooke Burke,27.5,0.2298982058808706,0.163682269001318,0.24495,24495,100000,0.1465,5.0,0.23856,2.0,ok,,2528880,0.712
7,9,percent,elimination,Cody Linley,Cody Linley,23.0,0.0696978303114062,0.0525724212914433,0.30677,30677,100000,0.30808,1.0,0.30808,1.0,ok,,766676,0.7543
7,9,percent,elimination,Cody Linley,Warren Sapp,24.5,0.3203747930678244,0.1927733636179665,0.30677,30677,100000,0.26544,2.0,0.30808,1.0,ok,,3524122,0.6017
7,9,percent,elimination,Cody Linley,Lance Bass,28.5,0.2913989720708579,0.1933679473477376,0.30677,30677,100000,0.16152,4.0,0.30808,1.0,ok,,3205388,0.6636
7,9,percent,elimination,Cody Linley,Brooke Burke,24.5,0.3185284045499084,0.1915153542421878,0.30677,30677,100000,0.26496,3.0,0.30808,1.0,ok,,3503812,0.6013
7,10,percent,final_ranking,Lance Bass,Warren Sapp,27.5,0.2857364428843633,0.1063434210560508,0.17762,17762,100000,0.35206,2.0,0.35602,1.0,ok,Brooke Burke > Warren Sapp > Lance Bass,4286046,0.3722
7,10,percent,final_ranking,Lance Bass,Lance Bass,27.5,0.1138003248249514,0.0804982210882307,0.17762,17762,100000,0.35602,1.0,0.35602,1.0,ok,Brooke Burke > Warren Sapp > Lance Bass,1707004,0.7074
7,10,percent,final_ranking,Lance Bass,Brooke Burke,30.0,0.6004632322906852,0.1449045050944319,0.17762,17762,100000,0.29192,3.0,0.35602,1.0,ok,Brooke Burke > Warren Sapp > Lance Bass,9006948,0.2413
8,2,percent,elimination,Belinda Carlisle,Gilles Marini,27.0,0.0777023729389113,0.0722892986537562,0.11051,11051,100000,0.0007,13.0,0.1109,4.0,ok,,777023,0.9303
8,2,percent,elimination,Belinda Carlisle,Denise Richards,21.0,0.0775265077223448,0.0691611918310134,0.11051,11051,100000,0.0344,9.0,0.1109,4.0,ok,,775265,0.8921
8,2,percent,elimination,Belinda Carlisle,David Alan Grier,17.0,0.0889394955850862,0.0697989385763757,0.11051,11051,100000,0.14784,2.0,0.1109,4.0,ok,,889394,0.7848
8,2,percent,elimination,Belinda Carlisle,Lawrence Taylor,20.0,0.0793981281609095,0.070195636378602,0.11051,11051,100000,0.05222,7.0,0.1109,4.0,ok,,793981,0.8841
8,2,percent,elimination,Belinda Carlisle,Ty Murray,20.0,0.0802011812712542,0.0711553660153035,0.11051,11051,100000,0.05488,6.0,0.1109,4.0,ok,,802011,0.8872
8,2,percent,elimination,Belinda Carlisle,Shawn Johnson,24.0,0.0761372863710311,0.070232394187296,0.11051,11051,100000,0.00604,11.0,0.1109,4.0,ok,,761372,0.9224
8,2,percent,elimination,Belinda Carlisle,Steve Wozniak,17.0,0.0885542753920137,0.0712572527048838,0.11051,11051,100000,0.14504,3.0,0.1109,4.0,ok,,885542,0.8047
8,2,percent,elimination,Belinda Carlisle,Belinda Carlisle,18.0,0.0088577412230696,0.0073479485472783,0.11051,11051,100000,0.1109,4.0,0.1109,4.0,ok,,88577,0.8296
8,2,percent,elimination,Belinda Carlisle,Chuck Wicks,20.0,0.0815881164887174,0.0714613059813181,0.11051,11051,100000,0.05084,8.0,0.1109,4.0,ok,,815881,0.8759
8,2,percent,elimination,Belinda Carlisle,Lil' Kim,23.0,0.0775073482240026,0.0715006226029297,0.11051,11051,100000,0.0105,10.0,0.1109,4.0,ok,,775073,0.9225
8,2,percent,elimination,Belinda Carlisle,Steve-O,14.0,0.1011103505253012,0.0708673334737642,0.11051,11051,100000,0.27718,1.0,0.1109,4.0,ok,,1011103,0.7009
8,2,percent,elimination,Belinda Carlisle,Holly Madison,18.0,0.0853361167936254,0.0717201380106986,0.11051,11051,100000,0.10758,5.0,0.1109,4.0,ok,,853361,0.8404
8,2,percent,elimination,Belinda Carlisle,Melissa Rycroft,26.0,0.0771410793037331,0.0718231069416,0.11051,11051,100000,0.00188,12.0,0.1109,4.0,ok,,771410,0.9311
8,3,percent,elimination,Denise Richards,Gilles Marini,27.0,0.0824327981109394,0.0754675641199421,0.15928,15928,100000,0.0024,11.0,0.15764,3.0,ok,,824327,0.9155
8,3,percent,elimination,Denise Richards,Denise Richards,16.0,0.0142276309350608,0.0111290449023147,0.15928,15928,100000,0.15764,3.0,0.15764,3.0,ok,,142276,0.7822
8,3,percent,elimination,Denise Richards,David Alan Grier,24.0,0.0845054509881527,0.0760703684896225,0.15928,15928,100000,0.01404,8.0,0.15764,3.0,ok,,845054,0.9002
8,3,percent,elimination,Denise Richards,Lawrence Taylor,20.0,0.0877002472465936,0.0762563094128581,0.15928,15928,100000,0.06042,5.0,0.15764,3.0,ok,,877002,0.8695
8,3,percent,elimination,Denise Richards,Ty Murray,23.0,0.0836651671528293,0.0761612285588046,0.15928,15928,100000,0.01998,7.0,0.15764,3.0,ok,,836651,0.9103
8,3,percent,elimination,Denise Richards,Shawn Johnson,27.0,0.0814079145955982,0.0748610602915804,0.15928,15928,100000,0.00258,10.0,0.15764,3.0,ok,,814079,0.9196
8,3,percent,elimination,Denise Richards,Steve Wozniak,10.0,0.1205170033890167,0.0765452000053803,0.15928,15928,100000,0.3866,1.0,0.15764,3.0,ok,,1205170,0.6351
8,3,percent,elimination,Denise Richards,Chuck Wicks,23.0,0.0837152895106305,0.0753593038023367,0.15928,15928,100000,0.02062,6.0,0.15764,3.0,ok,,837152,0.9002
8,3,percent,elimination,Denise Richards,Lil' Kim,25.0,0.0843566896434656,0.0767902446465539,0.15928,15928,100000,0.00788,9.0,0.15764,3.0,ok,,843566,0.9103
8,3,percent,elimination,Denise Richards,Steve-O,15.0,0.1013050550938997,0.076429673849933,0.15928,15928,100000,0.19458,2.0,0.15764,3.0,ok,,1013050,0.7545
8,3,percent,elimination,Denise Richards,Holly Madison,17.0,0.0935826524144046,0.0763146478876342,0.15928,15928,100000,0.131,4.0,0.15764,3.0,ok,,935826,0.8155
8,3,percent,elimination,Denise Richards,Melissa Rycroft,27.0,0.082584100919408,0.0762687928318568,0.15928,15928,100000,0.00226,12.0,0.15764,3.0,ok,,825841,0.9235
8,4,percent,elimination,Steve Wozniak,Gilles Marini,30.0,0.0954034793831196,0.0866356988528112,0.34441,34441,100000,0.00118,11.0,0.3461,1.0,ok,,954034,0.9081
8,4,percent,elimination,Steve Wozniak,David Alan Grier,22.0,0.0963160065517615,0.0864041494400031,0.34441,34441,100000,0.04682,6.0,0.3461,1.0,ok,,963160,0.8971
8,4,percent,elimination,Steve Wozniak,Lawrence Taylor,19.0,0.0991678923269934,0.0861763769789255,0.34441,34441,100000,0.10102,4.0,0.3461,1.0,ok,,991678,0.869
8,4,percent,elimination,Steve Wozniak,Ty Murray,25.0,0.0953751403056585,0.0865634500698454,0.34441,34441,100000,0.01542,8.0,0.3461,1.0,ok,,953751,0.9076
8,4,percent,elimination,Steve Wozniak,Shawn Johnson,25.0,0.0952351057660065,0.0861086513851204,0.34441,34441,100000,0.01572,7.0,0.3461,1.0,ok,,952351,0.9042
8,4,percent,elimination,Steve Wozniak,Steve Wozniak,12.0,0.0221202673712652,0.0161110108709771,0.34441,34441,100000,0.3461,1.0,0.3461,1.0,ok,,221202,0.7283
8,4,percent,elimination,Steve Wozniak,Chuck Wicks,22.0,0.0957739618708732,0.0860616989521396,0.34441,34441,100000,0.04796,5.0,0.3461,1.0,ok,,957739,0.8986
8,4,percent,elimination,Steve Wozniak,Lil' Kim,27.0,0.094515231400417,0.0854294445965608,0.34441,34441,100000,0.00654,9.0,0.3461,1.0,ok,,945152,0.9039
8,4,percent,elimination,Steve Wozniak,Steve-O,15.0,0.1067863944697983,0.0866868197427312,0.34441,34441,100000,0.22936,2.0,0.3461,1.0,ok,,1067863,0.8118
8,4,percent,elimination,Steve Wozniak,Holly Madison,16.0,0.1044555418143787,0.0865378549388835,0.34441,34441,100000,0.1882,3.0,0.3461,1.0,ok,,1044555,0.8285
8,4,percent,elimination,Steve Wozniak,Melissa Rycroft,29.0,0.0948509787397255,0.0859381039004282,0.34441,34441,100000,0.00168,10.0,0.3461,1.0,ok,,948509,0.906
8,4,percent,elimination,Holly Madison,Gilles Marini,30.0,0.0917492227524776,0.0840403238312699,0.19244,19244,100000,0.00118,11.0,0.1882,3.0,ok,,917492,0.916
8,4,percent,elimination,Holly Madison,David Alan Grier,22.0,0.0943484088056374,0.0829476923189274,0.19244,19244,100000,0.04682,6.0,0.1882,3.0,ok,,943484,0.8792
8,4,percent,elimination,Holly Madison,Lawrence Taylor,19.0,0.0983911320659393,0.083037982816753,0.19244,19244,100000,0.10102,4.0,0.1882,3.0,ok,,983911,0.844
8,4,percent,elimination,Holly Madison,Ty Murray,25.0,0.0924461671148213,0.0837831917072459,0.19244,19244,100000,0.01542,8.0,0.1882,3.0,ok,,924461,0.9063
8,4,percent,elimination,Holly Madison,Shawn Johnson,25.0,0.0928296777731315,0.0824874025337347,0.19244,19244,100000,0.01572,7.0,0.1882,3.0,ok,,928296,0.8886
8,4,percent,elimination,Holly Madison,Steve Wozniak,12.0,0.125490050807825,0.0837832905901578,0.19244,19244,100000,0.3461,1.0,0.1882,3.0,ok,,1254900,0.6676
8,4,percent,elimination,Holly Madison,Chuck Wicks,22.0,0.0936086624469722,0.0822257577173589,0.19244,19244,100000,0.04796,5.0,0.1882,3.0,ok,,936086,0.8784
8,4,percent,elimination,Holly Madison,Lil' Kim,27.0,0.091034555499913,0.0821853550070631,0.19244,19244,100000,0.00654,9.0,0.1882,3.0,ok,,910345,0.9028
8,4,percent,elimination,Holly Madison,Steve-O,15.0,0.1115878266643118,0.0824885207520109,0.19244,19244,100000,0.22936,2.0,0.1882,3.0,ok,,1115878,0.7392
8,4,percent,elimination,Holly Madison,Holly Madison,16.0,0.0167798568633905,0.0128994134222646,0.19244,19244,100000,0.1882,3.0,0.1882,3.0,ok,,167798,0.7687
8,4,percent,elimination,Holly Madison,Melissa Rycroft,29.0,0.0917344392055794,0.08292411484582,0.19244,19244,100000,0.00168,10.0,0.1882,3.0,ok,,917344,0.904
8,5,percent,elimination,David Alan Grier,Gilles Marini,29.0,0.1125066323555864,0.0982674277244126,0.12846,12846,100000,0.01254,9.0,0.12864,4.0,ok,,1237572,0.8734
8,5,percent,elimination,David Alan Grier,David Alan Grier,22.0,0.0151166309932356,0.0123173138097696,0.12846,12846,100000,0.12864,4.0,0.12864,4.0,ok,,166282,0.8148
8,5,percent,elimination,David Alan Grier,Lawrence Taylor,20.0,0.1341504683305482,0.0970299566744926,0.12846,12846,100000,0.18962,2.0,0.12864,4.0,ok,,1475655,0.7233
8,5,percent,elimination,David Alan Grier,Ty Murray,21.0,0.1299617287126978,0.0988328731909258,0.12846,12846,100000,0.16426,3.0,0.12864,4.0,ok,,1429579,0.7605
8,5,percent,elimination,David Alan Grier,Shawn Johnson,26.0,0.113649742709105,0.0972075405246241,0.12846,12846,100000,0.04082,7.0,0.12864,4.0,ok,,1250147,0.8553
8,5,percent,elimination,David Alan Grier,Chuck Wicks,23.0,0.1217175981108661,0.0974948741236207,0.12846,12846,100000,0.09954,5.0,0.12864,4.0,ok,,1338893,0.801
8,5,percent,elimination,David Alan Grier,Lil' Kim,26.0,0.1105400877365618,0.0966341428254696,0.12846,12846,100000,0.04078,8.0,0.12864,4.0,ok,,1215940,0.8742
8,5,percent,elimination,David Alan Grier,Steve-O,18.0,0.145425653663311,0.0974162369766795,0.12846,12846,100000,0.26518,1.0,0.12864,4.0,ok,,1599682,0.6699
8,5,percent,elimination,David Alan Grier,Melissa Rycroft,25.0,0.1169314573880875,0.0989992859525823,0.12846,12846,100000,0.05862,6.0,0.12864,4.0,ok,,1286246,0.8466
8,6,percent,elimination,Steve-O,Gilles Marini,26.0,0.1351565179378573,0.1148712795792822,0.33354,33354,100000,0.04838,6.0,0.33282,1.0,ok,,1486721,0.8499
8,6,percent,elimination,Steve-O,Lawrence Taylor,22.0,0.1406315420609491,0.1160264656901235,0.33354,33354,100000,0.13614,3.0,0.33282,1.0,ok,,1546946,0.825
8,6,percent,elimination,Steve-O,Ty Murray,18.0,0.1542702098807886,0.1160596174400832,0.33354,33354,100000,0.26248,2.0,0.33282,1.0,ok,,1696972,0.7523
8,6,percent,elimination,Steve-O,Shawn Johnson,26.0,0.1340447307067475,0.1155095002692025,0.33354,33354,100000,0.05192,5.0,0.33282,1.0,ok,,1474492,0.8617
8,6,percent,elimination,Steve-O,Chuck Wicks,23.0,0.1378278893452768,0.1144741757471083,0.33354,33354,100000,0.10776,4.0,0.33282,1.0,ok,,1516106,0.8306
8,6,percent,elimination,Steve-O,Lil' Kim,28.0,0.133805319620867,0.115356536984131,0.33354,33354,100000,0.0249,8.0,0.33282,1.0,ok,,1471858,0.8621
8,6,percent,elimination,Steve-O,Steve-O,16.0,0.030174364677267,0.0217212156131068,0.33354,33354,100000,0.33282,1.0,0.33282,1.0,ok,,331918,0.7199
8,6,percent,elimination,Steve-O,Melissa Rycroft,27.0,0.1340894257702434,0.1147383121200768,0.33354,33354,100000,0.0356,7.0,0.33282,1.0,ok,,1474983,0.8557
8,7,percent,elimination,Lawrence Taylor,Gilles Marini,27.0,0.1611684930994972,0.1303017374156884,0.29249,29249,100000,0.11002,5.0,0.2887,1.0,ok,,1772853,0.8085
8,7,percent,elimination,Lawrence Taylor,Lawrence Taylor,21.0,0.0301350857742602,0.0221763363701134,0.29249,29249,100000,0.2887,1.0,0.2887,1.0,ok,,331485,0.7359
8,7,percent,elimination,Lawrence Taylor,Ty Murray,24.0,0.1687535680487114,0.1298750977178044,0.29249,29249,100000,0.1972,2.0,0.2887,1.0,ok,,1856289,0.7696
