season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share
10,8,percent,Chad Ochocinco,22.5,2825063,Cheryl Burke,Athlete,United States,32.0,0.2568239791338125,0.17786561264822134
10,8,percent,Evan Lysacek,26.5,2591031,Anna Trebunskaya,Athlete,United States,24.0,0.23554833696772826,0.20948616600790515
10,8,percent,Nicole Scherzinger,29.5,2467747,Derek Hough,Singer/Rapper,United States,31.0,0.22434069754746297,0.233201581027668
10,8,percent,Erin Andrews,26.5,2564320,Maksim Chmerkoskiy,Sports Broadcaster,United States,32.0,0.23312006357819917,0.20948616600790515
10,9,percent,Chad Ochocinco,26.0,762670,Cheryl Burke,Athlete,United States,32.0,0.06933364266669478,0.23008849557522124
10,9,percent,Evan Lysacek,29.5,3361108,Anna Trebunskaya,Athlete,United States,24.0,0.3055553005050273,0.2610619469026549
10,9,percent,Nicole Scherzinger,29.5,3373438,Derek Hough,Singer/Rapper,United States,31.0,0.30667620969783727,0.2610619469026549
10,9,percent,Erin Andrews,28.0,3502783,Maksim Chmerkoskiy,Sports Broadcaster,United States,32.0,0.3184348471304406,0.24778761061946902
10,10,percent,Evan Lysacek,26.8887,4264699,Anna Trebunskaya,Athlete,United States,24.0,0.2843132856208857,0.325268368450467
10,10,percent,Nicole Scherzinger,28.7777,9014677,Derek Hough,Singer/Rapper,United States,31.0,0.6009785067319005,0.3481193038992962
10,10,percent,Erin Andrews,26.9998,1720623,Maksim Chmerkoskiy,Sports Broadcaster,United States,32.0,0.11470820764721384,0.32661232765023673
11,1,percent,David Hasselhoff,15.0,138746,Kym Johnson,Actor/Actress,United States,58.0,0.012613278460581119,0.06607929515418502
11,1,percent,Florence Henderson,18.0,989187,Corky Ballas,Actor/Actress,United States,76.0,0.08992613178460536,0.07929515418502203
11,1,percent,Kyle Massey,23.0,948248,Lacey Schwimmer,Actor/Actress,United States,19.0,0.0862044028201831,0.1013215859030837
11,1,percent,Jennifer Grey,24.0,941650,Derek Hough,Actor/Actress,United States,50.0,0.08560458436572016,0.10572687224669604
11,1,percent,Rick Fox,22.0,945668,Cheryl Burke,Athlete,Canada,41.0,0.08596985725902603,0.09691629955947137
11,1,percent,Kurt Warner,19.0,956113,Anna Trebunskaya,Athlete,United States,39.0,0.08691940314518325,0.08370044052863436
11,1,percent,Margaret Cho,15.0,1086432,Louis van Amstel,Comedian,United States,41.0,0.09876659034845016,0.06607929515418502
11,1,percent,Michael Bolton,16.0,1042211,Chelsie Hightower,Singer/Rapper,United States,57.0,0.09474649761204437,0.07048458149779736
11,1,percent,Brandy,23.0,934747,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.08497703862592665,0.1013215859030837
11,1,percent,The Situation,15.0,1077230,Karina Smirnoff,TV Personality,United States,28.0,0.0979300445136566,0.06607929515418502
11,1,percent,Audrina Patridge,19.0,960527,Tony Dovolani,TV Personality,United States,25.0,0.08732067605485275,0.08370044052863436
11,1,percent,Bristol Palin,18.0,979236,Mark Ballas,TV Personality,United States,19.0,0.08902149500977045,0.07929515418502203
11,2,percent,Florence Henderson,19.0,1096378,Corky Ballas,Actor/Actress,United States,76.0,0.09967078163860817,0.08597285067873303
11,2,percent,Kyle Massey,22.0,1069122,Lacey Schwimmer,Actor/Actress,United States,19.0,0.09719296210525205,0.09954751131221719
11,2,percent,Jennifer Grey,24.0,1060628,Derek Hough,Actor/Actress,United States,50.0,0.09642077986587992,0.1085972850678733
11,2,percent,Rick Fox,21.0,1067472,Cheryl Burke,Athlete,Canada,41.0,0.09704296202343383,0.09502262443438914
11,2,percent,Kurt Warner,21.0,1065114,Anna Trebunskaya,Athlete,United States,39.0,0.0968285982701445,0.09502262443438914
11,2,percent,Margaret Cho,18.0,1102946,Louis van Amstel,Comedian,United States,41.0,0.1002678728733852,0.08144796380090498
11,2,percent,Michael Bolton,12.0,249020,Chelsie Hightower,Singer/Rapper,United States,57.0,0.022638194166287727,0.05429864253393665
11,2,percent,Brandy,21.0,1072635,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.09751232591581413,0.09502262443438914
11,2,percent,The Situation,18.0,1101147,Karina Smirnoff,TV Personality,United States,28.0,0.10010432732963309,0.08144796380090498
11,2,percent,Audrina Patridge,23.0,1058050,Tony Dovolani,TV Personality,United States,25.0,0.09618641610168151,0.10407239819004525
11,2,percent,Bristol Palin,22.0,1057482,Mark Ballas,TV Personality,United States,19.0,0.09613477970987984,0.09954751131221719
11,3,percent,Florence Henderson,20.0,1255771,Corky Ballas,Actor/Actress,United States,76.0,0.11416105189138723,0.09049773755656108
11,3,percent,Kyle Massey,23.0,1181555,Lacey Schwimmer,Actor/Actress,United States,19.0,0.10741413973369988,0.10407239819004525
11,3,percent,Jennifer Grey,24.0,1171118,Derek Hough,Actor/Actress,United States,50.0,0.1064653211206005,0.1085972850678733
11,3,percent,Rick Fox,24.0,1169869,Cheryl Burke,Athlete,Canada,41.0,0.10635177561444346,0.1085972850678733
11,3,percent,Kurt Warner,23.0,1184200,Anna Trebunskaya,Athlete,United States,39.0,0.107654594388452,0.10407239819004525
11,3,percent,Margaret Cho,18.0,181455,Louis van Amstel,Comedian,United States,41.0,0.016495916589052997,0.08144796380090498
11,3,percent,Brandy,24.0,1171494,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.10649950295431952,0.1085972850678733
11,3,percent,The Situation,20.0,1245188,Karina Smirnoff,TV Personality,United States,28.0,0.11319896054498206,0.09049773755656108
11,3,percent,Audrina Patridge,26.0,1149855,Tony Dovolani,TV Personality,United States,25.0,0.10453232024196375,0.11764705882352941
11,3,percent,Bristol Palin,19.0,1289490,Mark Ballas,TV Personality,United States,19.0,0.1172264169210986,0.08597285067873303
11,4,percent,Florence Henderson,17.5,1384635,Corky Ballas,Actor/Actress,United States,76.0,0.12587596630725742,0.09776536312849161
11,4,percent,Kyle Massey,20.0,1323547,Lacey Schwimmer,Actor/Actress,United States,19.0,0.1203225092375042,0.11173184357541899
11,4,percent,Jennifer Grey,28.0,1281946,Derek Hough,Actor/Actress,United States,50.0,0.11654059842754474,0.1564245810055866
11,4,percent,Rick Fox,19.5,1325768,Cheryl Burke,Athlete,Canada,41.0,0.1205244184201902,0.10893854748603352
11,4,percent,Kurt Warner,17.0,1401040,Anna Trebunskaya,Athlete,United States,39.0,0.12736733062151392,0.09497206703910614
11,4,percent,Brandy,24.0,1296261,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.11784196265543757,0.1340782122905028
11,4,percent,The Situation,14.0,256373,Karina Smirnoff,TV Personality,United States,28.0,0.0233066469575668,0.0782122905027933
11,4,percent,Audrina Patridge,23.0,1295264,Tony Dovolani,TV Personality,United States,25.0,0.11775132625060285,0.12849162011173185
11,4,percent,Bristol Palin,16.0,1435161,Mark Ballas,TV Personality,United States,19.0,0.13046924112238234,0.0893854748603352
11,5,percent,Florence Henderson,21.0,250868,Corky Ballas,Actor/Actress,United States,76.0,0.01929754439924443,0.11538461538461539
11,5,percent,Kyle Massey,20.0,1954009,Lacey Schwimmer,Actor/Actress,United States,19.0,0.15030843086413256,0.10989010989010989
11,5,percent,Jennifer Grey,25.0,1699942,Derek Hough,Actor/Actress,United States,50.0,0.13076480946609523,0.13736263736263737
11,5,percent,Rick Fox,24.0,1745955,Cheryl Burke,Athlete,Canada,41.0,0.1343042720936222,0.13186813186813187
11,5,percent,Kurt Warner,24.0,1753950,Anna Trebunskaya,Athlete,United States,39.0,0.134919272282853,0.13186813186813187
11,5,percent,Brandy,27.0,1702885,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.13099119415113666,0.14835164835164835
11,5,percent,Audrina Patridge,23.0,1782306,Tony Dovolani,TV Personality,United States,25.0,0.1371005037232319,0.12637362637362637
11,5,percent,Bristol Palin,18.0,2110081,Mark Ballas,TV Personality,United States,19.0,0.162313973019684,0.0989010989010989
11,6,percent,Kyle Massey,29.9999,2033160,Lacey Schwimmer,Actor/Actress,United States,19.0,0.15639694713799188,0.14492754323323798
11,6,percent,Jennifer Grey,29.0,2150041,Derek Hough,Actor/Actress,United States,50.0,0.16538779467504533,0.14009709211577043
11,6,percent,Rick Fox,30.0,2048918,Cheryl Burke,Athlete,Canada,41.0,0.15760910117063096,0.14492802632665908
11,6,percent,Kurt Warner,21.9999,2564230,Anna Trebunskaya,Athlete,United States,39.0,0.19724849188438337,0.1062800695461289
11,6,percent,Brandy,35.9999,1757044,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.1351572515626541,0.1739131484985698
11,6,percent,Audrina Patridge,31.9998,251295,Tony Dovolani,TV Personality,United States,25.0,0.0193303875892904,0.15458892856159417
11,6,percent,Bristol Palin,27.9998,2195310,Mark Ballas,TV Personality,United States,19.0,0.168870025980004,0.13526519171803963
11,7,percent,Kyle Massey,33.5,2597731,Lacey Schwimmer,Actor/Actress,United States,19.0,0.19982552302323786,0.1606714628297362
11,7,percent,Jennifer Grey,36.5,2421285,Derek Hough,Actor/Actress,United States,50.0,0.18625274961623065,0.1750599520383693
11,7,percent,Rick Fox,34.5,364212,Cheryl Burke,Athlete,Canada,41.0,0.028016316312712713,0.16546762589928057
11,7,percent,Kurt Warner,35.0,2514415,Anna Trebunskaya,Athlete,United States,39.0,0.19341659797433783,0.16786570743405277
11,7,percent,Brandy,36.5,2432842,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.1871417498897692,0.1750599520383693
11,7,percent,Bristol Palin,32.5,2669511,Mark Ballas,TV Personality,United States,19.0,0.20534706318371174,0.15587529976019185
11,8,percent,Kyle Massey,28.0,3002910,Lacey Schwimmer,Actor/Actress,United States,19.0,0.23099311246047885,0.21132075471698114
11,8,percent,Jennifer Grey,28.5,2980241,Derek Hough,Actor/Actress,United States,50.0,0.22924934296143737,0.21509433962264152
11,8,percent,Kurt Warner,24.0,598519,Anna Trebunskaya,Athlete,United States,39.0,0.04603993015998926,0.1811320754716981
11,8,percent,Brandy,28.5,3009855,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.23152734331189898,0.21509433962264152
11,8,percent,Bristol Palin,23.5,3408473,Mark Ballas,TV Personality,United States,19.0,0.2621902711061955,0.17735849056603772
11,9,percent,Kyle Massey,29.0,3978960,Lacey Schwimmer,Actor/Actress,United States,19.0,0.3060738932421374,0.2543859649122807
11,9,percent,Jennifer Grey,30.0,3879605,Derek Hough,Actor/Actress,United States,50.0,0.2984311997586461,0.2631578947368421
11,9,percent,Brandy,28.5,818316,Maksim Chmerkoskiy,Singer/Rapper,United States,31.0,0.06294739429959913,0.25
11,9,percent,Bristol Palin,26.5,4323117,Mark Ballas,TV Personality,United States,19.0,0.33254751269961735,0.2324561403508772
11,10,percent,Kyle Massey,27.3332,5562487,Lacey Schwimmer,Actor/Actress,United States,19.0,0.27812437781243776,0.32931645618423183
11,10,percent,Jennifer Grey,30.0,12042886,Derek Hough,Actor/Actress,United States,50.0,0.6021443602144361,0.36144665408832316
11,10,percent,Bristol Palin,25.6666,2394625,Mark Ballas,TV Personality,United States,19.0,0.1197312619731262,0.3092368897274451
12,2,percent,Ralph Macchio,21.0,1059113,Karina Smirnoff,Actor/Actress,United States,49.0,0.09628305251802864,0.09722222222222222
12,2,percent,Chelsea Kane,18.0,1121056,Mark Ballas,Actor/Actress,United States,22.0,0.10191423740776585,0.08333333333333333
12,2,percent,Kirstie Alley,20.0,1056444,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.0960404160220451,0.09259259259259259
12,2,percent,Hines Ward,23.0,1027221,Kym Johnson,Athlete,South Korea,35.0,0.09338377820933356,0.10648148148148148
12,2,percent,Sugar Ray Leonard,17.0,1158074,Anna Trebunskaya,Athlete,United States,54.0,0.10527951197064289,0.0787037037037037
12,2,percent,Chris Jericho,23.0,1034915,Cheryl Burke,Athlete,United States,40.0,0.09408323313630898,0.10648148148148148
12,2,percent,Petra Nemcova,18.0,1126874,Dmitry Chaplin,Model,Czechoslovakia,31.0,0.10244314678717098,0.08333333333333333
12,2,percent,Mike Catherwood,17.0,135038,Lacey Schwimmer,Radio Personality,United States,32.0,0.012276188514284645,0.0787037037037037
12,2,percent,Romeo,23.0,1042792,Chelsie Hightower,Singer/Rapper,United States,21.0,0.09479932443599515,0.10648148148148148
12,2,percent,Wendy Williams,17.0,1150985,Tony Dovolani,TV Personality,United States,46.0,0.10463505707366749,0.0787037037037037
12,2,percent,Kendra Wilkinson,19.0,1087482,Louis van Amstel,TV Personality,United States,25.0,0.09886205392475668,0.08796296296296297
12,3,percent,Ralph Macchio,21.0,1204950,Karina Smirnoff,Actor/Actress,United States,49.0,0.10954097879880469,0.09813084112149532
12,3,percent,Chelsea Kane,23.0,1178567,Mark Ballas,Actor/Actress,United States,22.0,0.10714252272705992,0.10747663551401869
12,3,percent,Kirstie Alley,21.0,1195708,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.10870079644596138,0.09813084112149532
12,3,percent,Hines Ward,25.0,1163622,Kym Johnson,Athlete,South Korea,35.0,0.10578388549883623,0.11682242990654206
12,3,percent,Sugar Ray Leonard,20.0,1233513,Anna Trebunskaya,Athlete,United States,54.0,0.11213761681484706,0.09345794392523364
12,3,percent,Chris Jericho,21.0,1214321,Cheryl Burke,Athlete,United States,40.0,0.11039288843183809,0.09813084112149532
12,3,percent,Petra Nemcova,25.0,1175573,Dmitry Chaplin,Model,Czechoslovakia,31.0,0.10687034073567138,0.11682242990654206
12,3,percent,Romeo,20.0,1227018,Chelsie Hightower,Singer/Rapper,United States,21.0,0.11154716189364848,0.09345794392523364
12,3,percent,Wendy Williams,15.0,233005,Tony Dovolani,TV Personality,United States,46.0,0.021182286206909404,0.07009345794392523
12,3,percent,Kendra Wilkinson,23.0,1173716,Louis van Amstel,TV Personality,United States,25.0,0.10670152244642338,0.10747663551401869
12,4,percent,Ralph Macchio,25.0,1291533,Karina Smirnoff,Actor/Actress,United States,49.0,0.1174121442782474,0.12135922330097088
12,4,percent,Chelsea Kane,26.0,1274870,Mark Ballas,Actor/Actress,United States,22.0,0.11589732540787519,0.1262135922330097
12,4,percent,Kirstie Alley,22.0,1365190,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.12410823823101738,0.10679611650485436
12,4,percent,Hines Ward,25.0,1296610,Kym Johnson,Athlete,South Korea,35.0,0.11787368994258633,0.12135922330097088
12,4,percent,Sugar Ray Leonard,21.0,169292,Anna Trebunskaya,Athlete,United States,54.0,0.015390188813722188,0.10194174757281553
12,4,percent,Chris Jericho,23.0,1348608,Cheryl Burke,Athlete,United States,40.0,0.12260078300035591,0.11165048543689321
12,4,percent,Petra Nemcova,23.0,1337570,Dmitry Chaplin,Model,Czechoslovakia,31.0,0.12159732799878545,0.11165048543689321
12,4,percent,Romeo,23.0,1325207,Chelsie Hightower,Singer/Rapper,United States,21.0,0.12047341839700836,0.11165048543689321
12,4,percent,Kendra Wilkinson,18.0,1591115,Louis van Amstel,TV Personality,United States,25.0,0.1446468839304018,0.08737864077669903
12,5,percent,Ralph Macchio,22.0,1924407,Karina Smirnoff,Actor/Actress,United States,49.0,0.14803135324041639,0.1134020618556701
12,5,percent,Chelsea Kane,26.0,1761624,Mark Ballas,Actor/Actress,United States,22.0,0.1355095801567939,0.13402061855670103
12,5,percent,Kirstie Alley,23.0,1873105,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.1440850443338598,0.11855670103092783
12,5,percent,Hines Ward,27.0,1725267,Kym Johnson,Athlete,South Korea,35.0,0.1327128869885806,0.13917525773195877
12,5,percent,Chris Jericho,26.0,1772591,Cheryl Burke,Athlete,United States,40.0,0.13635319580098332,0.13402061855670103
12,5,percent,Petra Nemcova,22.0,251096,Dmitry Chaplin,Model,Czechoslovakia,31.0,0.019315082866179344,0.1134020618556701
12,5,percent,Romeo,26.0,1749571,Chelsie Hightower,Singer/Rapper,United States,21.0,0.13458242602536186,0.13402061855670103
12,5,percent,Kendra Wilkinson,22.0,1942335,Louis van Amstel,TV Personality,United States,25.0,0.1494104305878248,0.1134020618556701
12,6,percent,Ralph Macchio,24.0,2192389,Karina Smirnoff,Actor/Actress,United States,49.0,0.1686453466104646,0.13333333333333333
12,6,percent,Chelsea Kane,28.0,2039393,Mark Ballas,Actor/Actress,United States,22.0,0.1568764208176356,0.15555555555555556
12,6,percent,Kirstie Alley,26.0,2117290,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.1628684991234998,0.14444444444444443
12,6,percent,Hines Ward,27.0,2063965,Kym Johnson,Athlete,South Korea,35.0,0.15876657509997888,0.15
12,6,percent,Chris Jericho,22.0,349710,Cheryl Burke,Athlete,United States,40.0,0.026900775438640487,0.12222222222222222
12,6,percent,Romeo,28.0,2070064,Chelsie Hightower,Singer/Rapper,United States,21.0,0.159235729054399,0.15555555555555556
12,6,percent,Kendra Wilkinson,25.0,2167186,Louis van Amstel,TV Personality,United States,25.0,0.16670665385538166,0.1388888888888889
12,7,percent,Ralph Macchio,33.0,2438550,Karina Smirnoff,Actor/Actress,United States,49.0,0.18758081251864905,0.17506631299734748
12,7,percent,Chelsea Kane,32.0,2520041,Mark Ballas,Actor/Actress,United States,22.0,0.19384935242677365,0.16976127320954906
12,7,percent,Kirstie Alley,30.0,2603127,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.20024058467090416,0.15915119363395225
12,7,percent,Hines Ward,33.0,2469229,Kym Johnson,Athlete,South Korea,35.0,0.18994073614016987,0.17506631299734748
12,7,percent,Romeo,30.0,2587075,Chelsie Hightower,Singer/Rapper,United States,21.0,0.19900581515518811,0.15915119363395225
12,7,percent,Kendra Wilkinson,30.5,381975,Louis van Amstel,TV Personality,United States,25.0,0.029382699088315173,0.16180371352785147
12,8,percent,Ralph Macchio,23.0,3435713,Karina Smirnoff,Actor/Actress,United States,49.0,0.2642856763736176,0.17692307692307693
12,8,percent,Chelsea Kane,27.5,2973983,Mark Ballas,Actor/Actress,United States,22.0,0.2287679758695329,0.21153846153846154
12,8,percent,Kirstie Alley,26.5,3076155,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.23662736229862208,0.20384615384615384
12,8,percent,Hines Ward,27.0,2988161,Kym Johnson,Athlete,South Korea,35.0,0.2298585915058288,0.2076923076923077
12,8,percent,Romeo,26.0,525985,Chelsie Hightower,Singer/Rapper,United States,21.0,0.0404603939523986,0.2
12,9,percent,Ralph Macchio,24.0,1032417,Karina Smirnoff,Actor/Actress,United States,49.0,0.07941670452564685,0.20425531914893616
12,9,percent,Chelsea Kane,36.5,3708873,Mark Ballas,Actor/Actress,United States,22.0,0.285297966968918,0.31063829787234043
12,9,percent,Kirstie Alley,27.0,4239998,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.32615374248519113,0.2297872340425532
12,9,percent,Hines Ward,30.0,4018710,Kym Johnson,Athlete,South Korea,35.0,0.309131586020244,0.2553191489361702
12,10,percent,Chelsea Kane,29.6666,2186142,Mark Ballas,Actor/Actress,United States,22.0,0.10930710546535527,0.3396948007112996
12,10,percent,Kirstie Alley,27.9999,5826686,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.2913343145667157,0.32061039857740076
12,10,percent,Hines Ward,29.6666,11987171,Kym Johnson,Athlete,South Korea,35.0,0.599358579967929,0.3396948007112996
13,1,percent,Elisabetta Canalis,15.0,1051150,Valentin Chmerkovskiy,Actor/Actress,Italy,33.0,0.09555916040666211,0.06912442396313365
13,1,percent,David Arquette,18.0,975409,Kym Johnson,Actor/Actress,United States,40.0,0.0886736099444436,0.08294930875576037
13,1,percent,Ricki Lake,20.0,968222,Derek Hough,Actor/Actress,United States,42.0,0.08802024583290606,0.09216589861751152
13,1,percent,J.R. Martinez,22.0,948224,Karina Smirnoff,Actor/Actress,United States,28.0,0.08620224451072328,0.10138248847926268
13,1,percent,Metta World Peace (Ron),14.0,145742,Peta Murgatroyd,Athlete,United States,31.0,0.013249282363114446,0.06451612903225806
13,1,percent,Hope Solo,21.0,959026,Maksim Chmerkoskiy,Athlete,United States,30.0,0.08718424522490562,0.0967741935483871
13,1,percent,Chynna Phillips,22.0,961792,Tony Dovolani,Singer/Rapper,United States,43.0,0.08743569995323633,0.10138248847926268
13,1,percent,Kristin Cavallari,19.0,969687,Mark Ballas,TV Personality,United States,24.0,0.08815342774794745,0.08755760368663594
13,1,percent,Carson Kressley,17.0,988813,Anna Trebunskaya,TV Personality,United States,41.0,0.08989215628520457,0.07834101382488479
13,1,percent,Chaz Bono,17.0,994332,Lacey Schwimmer,TV Personality,United States,42.0,0.09039388392282467,0.07834101382488479
13,1,percent,Nancy Grace,16.0,1016699,Tristan MacManus,TV Personality,United States,51.0,0.0924272490379993,0.07373271889400922
13,1,percent,Rob Kardashian,16.0,1020896,Cheryl Burke,TV Personality,United States,24.0,0.09280879477003257,0.07373271889400922
13,2,percent,Elisabetta Canalis,21.0,90690,Valentin Chmerkovskiy,Actor/Actress,Italy,33.0,0.008244549951572701,0.09417040358744394
13,2,percent,David Arquette,18.0,1215309,Kym Johnson,Actor/Actress,United States,40.0,0.11048269662692543,0.08071748878923767
13,2,percent,Ricki Lake,23.0,972762,Derek Hough,Actor/Actress,United States,42.0,0.08843295732706763,0.1031390134529148
13,2,percent,J.R. Martinez,22.0,1011698,Karina Smirnoff,Actor/Actress,United States,28.0,0.0919725956214158,0.09865470852017937
13,2,percent,Hope Solo,19.0,1147880,Maksim Chmerkoskiy,Athlete,United States,30.0,0.10435278419242774,0.08520179372197309
13,2,percent,Chynna Phillips,21.0,1014930,Tony Dovolani,Singer/Rapper,United States,43.0,0.09226641396349852,0.09417040358744394
13,2,percent,Kristin Cavallari,22.0,987648,Mark Ballas,TV Personality,United States,24.0,0.08978623079248953,0.09865470852017937
13,2,percent,Carson Kressley,18.0,1170365,Anna Trebunskaya,TV Personality,United States,41.0,0.10639687621647793,0.08071748878923767
13,2,percent,Chaz Bono,17.0,1261757,Lacey Schwimmer,TV Personality,United States,42.0,0.11470524438467876,0.07623318385650224
13,2,percent,Nancy Grace,21.0,1075445,Tristan MacManus,TV Personality,United States,51.0,0.0977677806006076,0.09417040358744394
13,2,percent,Rob Kardashian,21.0,1051510,Cheryl Burke,TV Personality,United States,24.0,0.09559187032283836,0.09417040358744394
13,3,percent,David Arquette,24.0,1163789,Kym Johnson,Actor/Actress,United States,40.0,0.10579904809047641,0.10126582278481013
13,3,percent,Ricki Lake,27.0,1101475,Derek Hough,Actor/Actress,United States,42.0,0.10013413642460746,0.11392405063291139
13,3,percent,J.R. Martinez,26.0,1108779,Karina Smirnoff,Actor/Actress,United States,28.0,0.10079813672642579,0.10970464135021098
13,3,percent,Hope Solo,24.0,1194492,Maksim Chmerkoskiy,Athlete,United States,30.0,0.1085902311773778,0.10126582278481013
13,3,percent,Chynna Phillips,26.0,1112909,Tony Dovolani,Singer/Rapper,United States,43.0,0.10117359144254157,0.10970464135021098
13,3,percent,Kristin Cavallari,24.0,116449,Mark Ballas,TV Personality,United States,24.0,0.010586277539217063,0.10126582278481013
13,3,percent,Carson Kressley,23.0,1219657,Anna Trebunskaya,TV Personality,United States,41.0,0.11087795948998158,0.0970464135021097
13,3,percent,Chaz Bono,18.0,1475643,Lacey Schwimmer,TV Personality,United States,42.0,0.1341494246133748,0.0759493670886076
13,3,percent,Nancy Grace,21.0,1332563,Tristan MacManus,TV Personality,United States,51.0,0.12114214597370271,0.08860759493670886
13,3,percent,Rob Kardashian,24.0,1174239,Cheryl Burke,TV Personality,United States,24.0,0.10674904852229478,0.10126582278481013
13,4,percent,David Arquette,23.0,1355666,Kym Johnson,Actor/Actress,United States,40.0,0.12324239724792652,0.11004784688995216
13,4,percent,Ricki Lake,29.0,1245263,Derek Hough,Actor/Actress,United States,42.0,0.11320575814702495,0.13875598086124402
13,4,percent,J.R. Martinez,26.0,1295338,Karina Smirnoff,Actor/Actress,United States,28.0,0.11775803211582694,0.12440191387559808
13,4,percent,Hope Solo,24.0,1320947,Maksim Chmerkoskiy,Athlete,United States,30.0,0.12008612365985191,0.11483253588516747
13,4,percent,Chynna Phillips,21.0,172959,Tony Dovolani,Singer/Rapper,United States,43.0,0.015723549742786294,0.10047846889952153
13,4,percent,Carson Kressley,20.0,1475803,Anna Trebunskaya,TV Personality,United States,41.0,0.1341639456810761,0.09569377990430622
13,4,percent,Chaz Bono,21.0,1434192,Lacey Schwimmer,TV Personality,United States,42.0,0.13038112646757993,0.10047846889952153
13,4,percent,Nancy Grace,21.0,1405813,Tristan MacManus,TV Personality,United States,51.0,0.1278012166730591,0.10047846889952153
13,4,percent,Rob Kardashian,24.0,1294016,Cheryl Burke,TV Personality,United States,24.0,0.11763785026486825,0.11483253588516747
13,5,percent,David Arquette,25.0,1773696,Kym Johnson,Actor/Actress,United States,40.0,0.13643820632238704,0.13297872340425532
13,5,percent,Ricki Lake,24.0,1811077,Derek Hough,Actor/Actress,United States,42.0,0.13931366896679576,0.1276595744680851
13,5,percent,J.R. Martinez,28.0,1723791,Karina Smirnoff,Actor/Actress,United States,28.0,0.13259935869206105,0.14893617021276595
13,5,percent,Hope Solo,24.0,1809241,Maksim Chmerkoskiy,Athlete,United States,30.0,0.13917243814324545,0.1276595744680851
13,5,percent,Carson Kressley,19.0,312650,Anna Trebunskaya,TV Personality,United States,41.0,0.024050009250003557,0.10106382978723404
13,5,percent,Chaz Bono,21.0,1917379,Lacey Schwimmer,TV Personality,United States,42.0,0.14749074903490347,0.11170212765957446
13,5,percent,Nancy Grace,22.0,1885837,Tristan MacManus,TV Personality,United States,51.0,0.14506444040940017,0.11702127659574468
13,5,percent,Rob Kardashian,25.0,1766324,Cheryl Burke,TV Personality,United States,24.0,0.13587112918120353,0.13297872340425532
13,6,percent,David Arquette,23.0,2108078,Kym Johnson,Actor/Actress,United States,40.0,0.16215990852304174,0.13855421686746988
13,6,percent,Ricki Lake,29.0,2002608,Derek Hough,Actor/Actress,United States,42.0,0.15404682847954942,0.1746987951807229
13,6,percent,J.R. Martinez,29.0,1995355,Karina Smirnoff,Actor/Actress,United States,28.0,0.15348890518804045,0.1746987951807229
13,6,percent,Hope Solo,20.0,2259699,Maksim Chmerkoskiy,Athlete,United States,30.0,0.17382306685502572,0.12048192771084337
13,6,percent,Chaz Bono,19.0,392989,Lacey Schwimmer,TV Personality,United States,42.0,0.03022993470382104,0.1144578313253012
13,6,percent,Nancy Grace,24.0,2078196,Tristan MacManus,TV Personality,United States,51.0,0.15986129225434317,0.14457831325301204
13,6,percent,Rob Kardashian,22.0,2163070,Cheryl Burke,TV Personality,United States,24.0,0.16639006399617845,0.13253012048192772
13,7,percent,David Arquette,23.5,390397,Kym Johnson,Actor/Actress,United States,40.0,0.03003054539166432,0.16040955631399317
13,7,percent,Ricki Lake,26.5,2421208,Derek Hough,Actor/Actress,United States,42.0,0.18624681221080283,0.18088737201365188
13,7,percent,J.R. Martinez,24.0,2555813,Karina Smirnoff,Actor/Actress,United States,28.0,0.196601045369472,0.16382252559726962
13,7,percent,Hope Solo,25.0,2465111,Maksim Chmerkoskiy,Athlete,United States,30.0,0.18962396683630003,0.17064846416382254
13,7,percent,Nancy Grace,22.0,2720281,Tristan MacManus,TV Personality,United States,51.0,0.2092524329044076,0.15017064846416384
13,7,percent,Rob Kardashian,25.5,2447187,Cheryl Burke,TV Personality,United States,24.0,0.18824519728735323,0.17406143344709898
13,8,percent,Ricki Lake,26.0,3116275,Derek Hough,Actor/Actress,United States,42.0,0.23971349841746128,0.20077220077220076
13,8,percent,J.R. Martinez,30.0,2960753,Karina Smirnoff,Actor/Actress,United States,28.0,0.2277502658077332,0.23166023166023167
